Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Fuel 1,Fuel 2,Fuel 3,Operating Status,Is conversion?,Start year,Retired year,Operator,Operator Name in Local Language / Script,Owner,Owner Name in Local Language / Script,Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM phase ID,Other IDs (location),Other IDs (unit/phase),Wiki URL
United Kingdom,Edmonton Ecopark power station,South,,Ecopark South,70,refuse (municipal and industrial wastes),,,construction,no conversion,2023,,LondonEnergy LTD,,North London Waste Authority,,51.6121,-0.0456,exact,London,,Greater London,England,Northern Europe,Europe,L200233,G200264,REPD-JL22: 4923,,https://gem.wiki/Edmonton_Ecopark_power_station
United Kingdom,Elean power station,1,,,38,agricultural waste (solids),,,operating,no conversion,2000,,EPR Ely LTD,,European Development Corporation,,52.3979,0.1297,exact,Cambridgeshire,Cambridgeshire,Cambridgeshire and Peterborough,England,Northern Europe,Europe,L200237,G200268,"WRI: Gbr0000078, REPD-JL22: 78",,https://gem.wiki/Elean_power_station
United Kingdom,Ferrybridge Multifuel 1 power station,1,,,68,refuse (municipal and industrial wastes),wood & other biomass (solids),,operating,no conversion,2015,,Multifuel Energy LTD,,Multifuel Energy LTD,,53.7187,-1.2869,exact,Wakefield,,West Yorkshire,England,Northern Europe,Europe,L200243,G200275,"WRI: Gbr0000116, REPD-JL22: 115",,https://gem.wiki/Ferrybridge_Multifuel_1_power_station
United Kingdom,Ferrybridge Multifuel 2 power station,1,,,70,refuse (municipal and industrial wastes),wood & other biomass (solids),,operating,no conversion,2019,,,,Multifuel Energy LTD,,53.7187,-1.2869,exact,Wakefield,,West Yorkshire,England,Northern Europe,Europe,L200244,G200276,REPD-JL22: 3,,https://gem.wiki/Ferrybridge_Multifuel_2_power_station
United Kingdom,Holyhead Biomass Fired Power Plant,I2,,Anglesey Biomass Power Station,150,wood & other biomass (solids),,,cancelled,no conversion,,,Orthios Group,,Orthios Group,,53.3001,-4.6186,exact,,Isle of Anglesey,,Wales,Northern Europe,Europe,L200249,G200281,REPD-JL22: 191,,https://gem.wiki/Holyhead_Biomass_Fired_Power_Plant
United Kingdom,Holyhead Biomass Fired Power Plant,II3,,Anglesey Biomass Power Station,149,wood & other biomass (solids),,,cancelled,no conversion,,,Orthios Group,,Orthios Group,,53.3001,-4.6186,exact,,Isle of Anglesey,,Wales,Northern Europe,Europe,L200249,G200282,REPD-JL22: 191,,https://gem.wiki/Holyhead_Biomass_Fired_Power_Plant
United Kingdom,Ince Marshes Energy from Waste power station,1,,,140,refuse (syngas),,,construction,no conversion,2024,,Peel Environmental,,Peel Environmental,,53.2829,-2.8264,exact,,Cheshire West and Chester,,England,Northern Europe,Europe,L200251,G200284,REPD-JL22: 6131,,https://gem.wiki/Ince_Marshes_Energy_from_Waste_power_station
United Kingdom,Kelvin Energy Recovery Facility power station,1,,,35,refuse (municipal and industrial wastes),,,construction,no conversion,,,Enfinium Energy LTD,,Verus Energy,,52.5074,-1.9974,exact,Sandwell,,West Midlands Combined Authority,England,Northern Europe,Europe,L200255,G200288,REPD-JL22: 6310,,https://gem.wiki/Kelvin_Energy_Recovery_Facility_power_station
United Kingdom,Lakeside Energy from Waste power station,1,,Lakeside Colnbrook,37,refuse (municipal and industrial wastes),,,operating,no conversion,2010,,,,Viridor; Grundon Waste,,51.4861,-0.5057,exact,,,,England,Northern Europe,Europe,L200260,G200293,,,https://gem.wiki/Lakeside_Energy_from_Waste_power_station
United Kingdom,Longridge Road Energy Recovery power station,1,,,42,refuse (municipal and industrial wastes),,,pre-construction,no conversion,,,,,Miller Turner,,53.7850,-2.6375,approximate,Preston,Lancashire,,England,Northern Europe,Europe,L200262,G200295,,,https://gem.wiki/Longridge_Road_Energy_Recovery_power_station
United Kingdom,Lostock Sustainable Energy power station,1,,,70,refuse (municipal and industrial wastes),,,construction,no conversion,2023,,LSEP LTD,,Copenhagen Infrstructure Partners [60%]; FCC Environment [40%],,53.2646,-2.4759,exact,,Cheshire West and Chester,,England,Northern Europe,Europe,L200263,G200296,REPD-JL22: 906,,https://gem.wiki/Lostock_Sustainable_Energy_power_station
United Kingdom,Margam Green Energy power station,1,,,40,refuse (municipal and industrial wastes),,,operating,no conversion,2019,,BMV,,Greencoat Capital,,51.5632,-3.7468,exact,,Neath Port Talbot,,Wales,Northern Europe,Europe,L200265,G200298,WRI: Gbr0000113,,https://gem.wiki/Margam_Green_Energy_power_station
United Kingdom,Markinch CHP power station,1,,,55,wood & other biomass (solids),,,operating,no conversion,2015,,,,RWE AG,,56.2018,-3.1597,exact,,Fife,,Scotland,Northern Europe,Europe,L200266,G200299,,,https://gem.wiki/Markinch_CHP_power_station
United Kingdom,Newhurst Energy-from-Waste power station,1,,,42,refuse (municipal and industrial wastes),,,construction,no conversion,2023,,Biffa,,Biffa; Covanta; EQT,,52.7573,-1.2801,exact,Borough of Charnwood,Leicestershire,,England,Northern Europe,Europe,L200274,G200307,REPD-JL22: 1000,,https://gem.wiki/Newhurst_Energy-from-Waste_power_station
United Kingdom,North Lincolnshire Green Energy Park power station,1,,,95,refuse (municipal and industrial wastes),,,pre-construction,no conversion,2026,,,,Solar 21,,53.6198,-0.7012,exact,,North Lincolnshire,,England,Northern Europe,Europe,L200275,G200308,REPD-JL22: 11621,,https://gem.wiki/North_Lincolnshire_Green_Energy_Park_power_station
United Kingdom,Oldbury Energy from Waste power station,1,,West Midlands ELV plant,40,refuse (syngas),,,operating,no conversion,2014,,,,EMR; Chinook Sciences,,52.5169,-2.0288,exact,Sandwell,,West Midlands Combined Authority,England,Northern Europe,Europe,L200276,G200309,WRI: Gbr0000950,,https://gem.wiki/Oldbury_Energy_from_Waste_power_station
United Kingdom,Peterborough Green power station,1,,,42,refuse (municipal and industrial wastes),,,pre-construction,no conversion,,,Peterborough Green Energy LTD,,Peterborough Green Energy LTD,,52.5773,-0.1991,approximate,Peterborough,City of Peterborough,Cambridgeshire and Peterborough,England,Northern Europe,Europe,L200277,G200310,,,https://gem.wiki/Peterborough_Green_power_station
United Kingdom,Pollinton power station,1,,,53,refuse (municipal and industrial wastes),,,cancelled,no conversion,,,,,Dalkia,,53.6713,-1.0653,approximate,,East Riding of Yorkshire,,England,Northern Europe,Europe,L200278,G200311,,,https://gem.wiki/Pollinton_power_station
United Kingdom,Protos Energy Recovery power station,1,,,49,refuse (municipal and industrial wastes),,,construction,no conversion,2024,,,,Covanta; Biffa; EQT,,53.2836,-2.8067,approximate,,Cheshire West and Chester,,England,Northern Europe,Europe,L200282,G200315,,,https://gem.wiki/Protos_Energy_Recovery_power_station
United Kingdom,Redcar Energy Centre power station,1,,,50,refuse (municipal and industrial wastes),,,pre-construction,no conversion,2025,,,,Redcar Holdings LTD,,54.6257,-1.1391,exact,,Redcar and Cleveland,Tees Valley,England,Northern Europe,Europe,L200283,G200316,REPD-JL22: 7927,,https://gem.wiki/Redcar_Energy_Centre_power_station
United Kingdom,Rivenhall Energy from Waste power station,1,,Gent Fairhead,49,refuse (municipal and industrial wastes),,,construction,no conversion,2025,,Gent Fairhead Environmental Services,,Indaver,,51.8533,0.6470,exact,,Essex,,England,Northern Europe,Europe,L200284,G200317,REPD-JL22: 978,,https://gem.wiki/Rivenhall_Energy_from_Waste_power_station
United Kingdom,Riverside Resource Recovery power station,1,,,62,refuse (municipal and industrial wastes),,,operating,no conversion,2012,,,,Cory,,51.5047,0.1552,exact,London,,Greater London,England,Northern Europe,Europe,L200285,G200318,,,https://gem.wiki/Riverside_Resource_Recovery_power_station
United Kingdom,Riverside Resource Recovery power station,2,,,64,refuse (municipal and industrial wastes),,,announced,no conversion,,,Cory,,Cory,,51.5047,0.1552,approximate,London,,Greater London,England,Northern Europe,Europe,L200285,G200319,REPD-JL22: 6535,,https://gem.wiki/Riverside_Resource_Recovery_power_station
United Kingdom,Rookery South Energy Recovery power station,1,,,60,refuse (municipal and industrial wastes),,,operating,no conversion,2022,,Covanta,,Veolia; Covanta,,52.0590,-0.5207,exact,,Central Bedfordshire,,England,Northern Europe,Europe,L200286,G200320,REPD-JL22: 979,,https://gem.wiki/Rookery_South_Energy_Recovery_power_station
United Kingdom,Runcorn Energy from Waste power station,1,,,40,refuse (municipal and industrial wastes),,,operating,no conversion,2014,,Viridor,,INEOS Runcorn LTD,,53.3257,-2.7524,exact,,Halton,Liverpool City Region,England,Northern Europe,Europe,L200287,G200321,REPD-JL22: 932,,https://gem.wiki/Runcorn_Energy_from_Waste_power_station
United Kingdom,Runcorn Energy from Waste power station,2,,,40,refuse (municipal and industrial wastes),,,operating,no conversion,2015,,Viridor,,Viridor Efw Runcorn LTD,,53.3257,-2.7524,exact,,Halton,Liverpool City Region,England,Northern Europe,Europe,L200287,G200322,REPD-JL22: 932,,https://gem.wiki/Runcorn_Energy_from_Waste_power_station
United Kingdom,Severnside Energy-from-Waste power station,1,,Suez West London,38,refuse (municipal and industrial wastes),,,operating,no conversion,2016,,SUEZ Recycling and Recovery UK,,Sita West London LTD,,51.5406,-2.6553,exact,,South Gloucestershire,West of England,England,Northern Europe,Europe,L200289,G200324,,,https://gem.wiki/Severnside_Energy-from-Waste_power_station
United Kingdom,Skeleton Grance power station,1,,,50,refuse (municipal and industrial wastes),,,construction,no conversion,,,Scottish and Southern Energy (SSE),,Enfinium Energy LTD,,53.7764,-1.4978,exact,Leeds,,West Yorkshire,England,Northern Europe,Europe,L200291,G200326,REPD-JL22: 10448,,https://gem.wiki/Skeleton_Grance_power_station
United Kingdom,Sleaford Renewable Energy power station,1,,,38,wood & other biomass (solids),agricultural waste (solids),,operating,no conversion,2014,,Greencoat Capital,,Greencoat Capital,,53.0002,-0.3823,exact,North Kesteven,Lincolnshire,,England,Northern Europe,Europe,L200293,G200328,"WRI: Gbr0000206, REPD-JL22: 206",,https://gem.wiki/Sleaford_Renewable_Energy_power_station
United Kingdom,Slough Multifuel power station,1,,,50,refuse (municipal and industrial wastes),wood & other biomass (solids),,construction,no conversion,2024,,Scottish and Southern Energy (SSE),,SSE Thermal [50%]; Copenhagen Infrstructure Partners [50%],,51.5239,-0.6269,exact,,,,England,Northern Europe,Europe,L200295,G200330,REPD-JL22: 4699,,https://gem.wiki/Slough_Multifuel_power_station
United Kingdom,Snetterton power station,1,,Snetterton Renewable Energy Centre,42,wood & other biomass (solids),agricultural waste (solids),,operating,no conversion,2017,,BWSC,,Octopus Renewables,,52.4816,0.9541,exact,Breckland District,Norfolk,,England,Northern Europe,Europe,L200296,G200331,"WRI: Gbr0000185, REPD-JL22: 185",,https://gem.wiki/Snetterton_power_station
United Kingdom,Southeast London CHP power station,1,,Lewisham SELCHP,35,refuse (municipal and industrial wastes),,,operating,no conversion,1994,,Veolia,,Veolia; iCON Infrastructure Group,,51.4859,-0.0460,exact,London,,Greater London,England,Northern Europe,Europe,L200301,G200336,REPD-JL22: 979,,https://gem.wiki/Southeast_London_Combined_Heat_&_Power_station
United Kingdom,Steven's Cross Biomass Power Station,1,,,44,wood & other biomass (solids),,,operating,no conversion,2008,,E.ON UK,,E.ON UK,,55.1530,-3.3806,exact,,Dumfries and Galloway,,Scotland,Northern Europe,Europe,L200302,G200337,,,https://gem.wiki/Steven's_Cross_Biomass_Power_Station
United Kingdom,Tees Rep Biomass Plant,1,,,299,wood & other biomass (solids),,,construction,no conversion,,,MGT Teeside LTD,,MGT Teeside LTD,,54.6002,-1.1586,exact,,Redcar and Cleveland,Tees Valley,England,Northern Europe,Europe,L200303,G200338,,,https://gem.wiki/Tees_REP_Biomass_Plant
United Kingdom,Tees Valley Energy Recover Facility power station,1,,,50,refuse (municipal and industrial wastes),,,announced,no conversion,2026,,,,Hartlepool Borough Council,,54.5977,-1.0903,approximate,,Redcar and Cleveland,Tees Valley,England,Northern Europe,Europe,L200304,G200339,,,https://gem.wiki/Tees_Valley_Energy_Recover_Facility_power_station
United Kingdom,Templeborough Biomass Power Plant,1,,,44,wood & other biomass (solids),,,operating,no conversion,2018,,Babcock & Wilcox Volund,,Greencoat Capital,,53.4231,-1.3730,exact,,,South Yorkshire Mayoral Combined Authority,England,Northern Europe,Europe,L200305,G200340,"WRI: Gbr2001003, REPD-JL22: 161",,https://gem.wiki/Templeborough_Biomass_Power_Plant
United Kingdom,Thainstone Energy Recovery Facility power station,1,,,30,refuse (municipal and industrial wastes),,,pre-construction,no conversion,,,,,Agile Energy Recovery LTD,,57.2571,-2.3653,exact,,Aberdeenshire,,Scotland,Northern Europe,Europe,L200306,G200341,REPD-JL22: 8086,,https://gem.wiki/Thainstone_Energy_Recovery_Facility_power_station
United Kingdom,Thetford power station,1,,,44,agricultural waste (biogas),,,operating,no conversion,1999,,Melton Renewable Energy LTD,,Energy Power Resources,,52.4486,0.7253,exact,Breckland District,Norfolk,,England,Northern Europe,Europe,L200307,G200342,"WRI: Gbr0000004, REPD-JL22: 4",,https://gem.wiki/Thetford_power_station
United Kingdom,Tilbury Green Power power station,1,,,40,wood & other biomass (solids),refuse (municipal and industrial wastes),,operating,no conversion,2017,,BWSC,,Greenvolt; Equitix LTD,,54.5675,-1.0968,exact,,Redcar and Cleveland,Tees Valley,England,Northern Europe,Europe,L200308,G200344,WRI: Gbr2001002,,https://gem.wiki/Tilbury_Green_Power_power_station
United Kingdom,Tilbury Green Power power station,2,,,30,wood & other biomass (solids),refuse (municipal and industrial wastes),,pre-construction,no conversion,,,Tilbury Green Power,,,,51.4645,0.3456,exact,,Thurrock,,England,Northern Europe,Europe,L200308,G200343,REPD-JL22: 6339,,https://gem.wiki/Tilbury_Green_Power_power_station
United Kingdom,Wheelbarator Kemsley K3 power station,1,,,50,refuse (municipal and industrial wastes),,,operating,no conversion,2020,,Wheelbarator Technologies,,Wheelbarator Technologies,,51.3659,0.7608,exact,Borough of Swale,Kent,,England,Northern Europe,Europe,L200318,G200354,REPD-JL22: 946,,https://gem.wiki/Wheelbarator_Kemsley_K3_power_station
United Kingdom,Wilton 10 Cogenerating power station,1,,,30,wood & other biomass (solids),,,operating,no conversion,2007,,UK Wood Recycling,,UK Wood Recycling,,54.5895,-1.1180,exact,,Redcar and Cleveland,Tees Valley,England,Northern Europe,Europe,L200320,G200356,"WRI: Gbr0000035, REPD-JL22: 35",,https://gem.wiki/Wilton_10_Cogenerating_power_station
United Kingdom,Wilton 11 Energy from Waste power station,1,,Suez Wilton,49,refuse (municipal and industrial wastes),,,operating,no conversion,2018,,SUEZ,,SUEZ; Sembcorp UK,,54.5895,-1.1180,exact,,Redcar and Cleveland,Tees Valley,England,Northern Europe,Europe,L200321,G200357,REPD-JL22: 305,,https://gem.wiki/Wilton_11_Energy_from_Waste_power_station
United States,Alabama Pine Pulp power station,GEN2,,Claiborne Expansion,69,paper mill wastes,wood & other biomass (solids),,operating,no conversion,1991,,Alabama River Cellulose LLC,,Alabama River Cellulose LLC,,31.5825,-87.4889,exact,,Monroe County,,Alabama,Northern America,Americas,L200337,G200373,"EIA: 54429, WRI: Usa0054429",,https://gem.wiki/Alabama_Pine_Pulp_power_station
United States,Alabama River Pulp power station,GEN1,,Claiborne,48,paper mill wastes,wood & other biomass (solids),,operating,no conversion,1978,,Alabama River Cellulose LLC,,Alabama River Cellulose LLC,,31.5825,-87.4889,exact,,Monroe County,,Alabama,Northern America,Americas,L200338,G200374,"EIA: 10216, WRI: Usa0010216",,https://gem.wiki/Alabama_River_Pulp_power_station
United States,Androscoggin Mill power station,GEN3,,,30,paper mill wastes,wood & other biomass (solids),wastewater and sewage sludge (solids or biogas),operating,no conversion,1974,,Pixelle Androscoggin LLC,,Pixelle Androscoggin LLC,,44.5063,-70.2395,exact,,Franklin County,,Maine,Northern America,Americas,L200339,G200375,EIA: 54085,,https://gem.wiki/Androscoggin_Mill_power_station
United States,Burgess BioPower power station,ST01,,,75,wood & other biomass (solids),,,operating,no conversion,2013,,Berlin Station LLC,,Berlin Station LLC,,44.4719,-71.1753,exact,,Coos County,,New Hampshire,Northern America,Americas,L200341,G200377,EIA: 58054,,https://gem.wiki/Burgess_BioPower_power_station
United States,Cadillac Renewable Energy power station,GEN1,,,44,wood & other biomass (solids),,,retired,no conversion,1993,2020,Cadillac Renewable Energy LLC,,Cadillac Renewable Energy LLC,,44.2617,-85.4352,exact,,Wexford County,,Michigan,Northern America,Americas,L200342,G200435,EIA: 54415,,https://gem.wiki/Cadillac_Renewable_Energy_power_station
United States,Cadillac Renewable Energy power station,GEN2,,,44,wood & other biomass (solids),,,operating,no conversion,2020,,Cadillac Renewable Energy LLC,,Cadillac Renewable Energy LLC,,44.2617,-85.4352,exact,,Wexford County,,Michigan,Northern America,Americas,L200342,G200378,EIA: 54415,,https://gem.wiki/Cadillac_Renewable_Energy_power_station
United States,Columbus power station,1,,,30,refuse (municipal and industrial wastes),,,retired,no conversion,1983,1995,City of Columbus - (OH),,City of Columbus - (OH),,39.9022,-83.0244,exact,Columbus,Franklin County,,Ohio,Northern America,Americas,L200394,G200436,EIA: 312,,https://gem.wiki/Columbus_power_station
United States,Columbus power station,2,,,30,refuse (municipal and industrial wastes),,,retired,no conversion,1983,1995,City of Columbus - (OH),,City of Columbus - (OH),,39.9022,-83.0244,exact,Columbus,Franklin County,,Ohio,Northern America,Americas,L200394,G200437,EIA: 312,,https://gem.wiki/Columbus_power_station
United States,Columbus power station,3,,,30,refuse (municipal and industrial wastes),,,retired,no conversion,1983,1995,City of Columbus - (OH),,City of Columbus - (OH),,39.9022,-83.0244,exact,Columbus,Franklin County,,Ohio,Northern America,Americas,L200394,G200438,EIA: 312,,https://gem.wiki/Columbus_power_station
United States,Covanta Delano Energy power station,GEN1,,,32,wood & other biomass (solids),,,shelved,no conversion,,,Clean Energy Systems Delano,,Clean Energy Systems Delano,,35.7144,-119.2337,exact,,Kern County,,California,Northern America,Americas,L200397,G200442,EIA: 10840,,https://gem.wiki/Covanta_Delano_Energy_power_station
